1	1.3320E+08	416
2	2.6480E+08	671
3	1.7910E+08	126
4	1.1590E+08	125
5	1.8130E+08	274
6	7.4300E+10	658
7	2.1590E+08	475
8	1.5300E+08	140
9	3.0800E+07	174
10	4.6900E+07	378
11	1.7000E+07	131
12	2.3000E+07	783
13	1.0600E+07	134
14	4.0700E+07	71
15	2.3800E+10	851
16	1.2330E+08	47
17	2.5000E+08	1077
18	3.8980E+08	53
19	7.2070E+08	715
20	1.0213E+09	639
21	1.4830E+08	246
22	6.5000E+08	1216
23	3.4000E+06	147
24	3.2070E+08	202
25	1.0028E+09	223
26	5.2400E+07	379
27	1.6200E+09	67
28	5.5510E+08	138
29	9.9900E+07	55
30	1.0420E+08	140
31	7.7000E+07	336
32	2.5300E+07	230
33	7.5200E+07	140
34	2.2260E+08	152
35	2.0970E+08	135
36	6.6600E+07	634
37	5.8000E+08	84
38	4.3500E+07	319
39	1.2300E+07	374
40	9.5000E+07	99
41	1.7919E+09	462
42	1.1100E+08	363
43	3.5210E+08	223
44	2.0060E+08	140
45	5.1800E+07	188
46	2.0000E+07	400
47	1.8900E+08	453
48	2.2000E+07	204
49	8.3400E+08	333
50	8.4400E+07	530
51	5.9550E+08	212
52	2.1590E+08	488
53	1.5200E+07	161
54	9.3700E+07	243
55	1.9490E+08	759
56	1.6860E+08	358
57	3.0220E+08	687
58	5.3900E+08	677
59	5.7500E+07	169
60	4.1600E+07	1040
61	2.9750E+08	346
62	7.4000E+07	132
63	2.4420E+08	890
64	2.0784E+09	226
65	2.1960E+08	185
66	1.8500E+07	313
67	1.5540E+08	290
68	9.3190E+08	323
69	1.4800E+07	189
70	4.9590E+08	121
71	4.1600E+07	338
72	7.4000E+07	69
73	1.7900E+07	989
74	3.0800E+07	267
75	2.4700E+07	492
76	1.2100E+07	55
77	2.3000E+07	219
78	1.4700E+07	1081
79	8.5100E+07	991
80	5.6120E+08	462
81	3.9200E+07	493
82	6.5990E+08	599
83	5.3040E+08	294
84	2.1800E+07	1054
85	7.5200E+07	199
86	2.1600E+07	785
87	5.7400E+07	964
88	1.0980E+08	406
89	2.7010E+08	492
90	1.4930E+08	111
91	1.8850E+08	1003
92	1.5420E+08	236
93	3.6900E+07	208
94	5.8920E+08	254
95	1.8600E+07	4
96	2.0500E+07	11
97	1.6160E+08	258
98	6.8200E+07	1366
99	6.1700E+07	234
100	4.3910E+08	428
101	2.6700E+08	1323
102	1.0720E+08	1486
103	1.4500E+07	1268
104	1.8500E+07	287
105	3.7600E+07	1515
106	5.2100E+07	565
107	6.1670E+08	557
108	4.0700E+07	1757
109	1.4100E+07	1553
110	6.4600E+08	1262
111	7.4700E+07	1387
112	1.1630E+08	1478
113	2.0000E+07	1539
114	4.8100E+07	682
115	8.0200E+07	1501
116	1.1020E+08	582
117	5.8000E+07	812
118	7.1500E+07	713
119	7.3700E+08	1369
120	9.5000E+07	1493
