1	133200000.0	0.75	10.8
2	264800000.0	0.75	1583.8
3	179100000.0	0.75	24.3
4	115900000.0	0.75	31.3
5	181300000.0	0.75	31.7
6	74300000000.0	0.75	415.2
7	215900000.0	0.75	53.2
8	153000000.0	0.75	35.5
9	30800000.0	0.75	7.1
10	46900000.0	0.75	7.2
11	17000000.0	0.75	84.4
12	23000000.0	0.90	949.6
13	10600000.0	0.75	98.6
14	40700000.0	0.90	125.6
15	23800000000.0	0.75	433.5
16	123300000.0	0.90	16.0
17	250000000.0	0.75	23.0
18	389800000.0	0.75	139.5
19	720700000.0	0.75	53.7
20	1021300000.0	0.75	49.6
21	148300000.0	0.75	385.5
22	650000000.0	0.75	2.4
23	3400000.0	0.75	615.1
24	320700000.0	0.75	163.2
25	1002800000.0	0.75	235.1
26	52400000.0	0.75	42.2
27	1620000000.0	0.75	383.0
28	555100000.0	0.75	83.5
29	99900000.0	0.75	85.5
30	104200000.0	0.75	404.6
31	77000000.0	0.75	72.6
32	25300000.0	0.90	56.7
33	75200000.0	0.90	20.5
34	222600000.0	0.75	76.2
35	209700000.0	0.75	128.0
36	66600000.0	0.75	54.5
37	580000000.0	0.75	237.2
38	43500000.0	0.90	24.0
39	12300000.0	0.90	70.4
40	95000000.0	0.75	398.1
41	1791900000.0	0.75	54.5
42	111000000.0	0.75	17.8
43	352100000.0	0.75	98.9
44	200600000.0	0.75	44.5
45	51800000.0	0.90	111.0
46	20000000.0	0.75	16.9
47	189000000.0	0.75	33.9
48	22000000.0	0.90	43.4
49	834000000.0	0.75	815.7
50	84400000.0	0.90	44.7
51	595500000.0	0.75	36.7
52	215900000.0	0.75	38.7
53	15200000.0	0.90	137.6
54	93700000.0	0.90	26.1
55	194900000.0	0.90	67.5
56	168600000.0	0.60	5.7
57	302200000.0	0.90	108.4
58	539000000.0	0.90	59.7
59	57500000.0	0.75	178.6
60	41600000.0	0.90	119.2
61	297500000.0	0.75	50.1
62	74000000.0	0.75	16.7
63	244200000.0	0.90	45.3
64	2078400000.0	0.75	54.0
65	219600000.0	0.75	43.2
66	18500000.0	0.75	29.4
67	155400000.0	0.60	7.3
68	931900000.0	0.75	34.5
69	14800000.0	0.90	2.8
70	495900000.0	0.75	47.7
71	41600000.0	0.90	16.8
72	74000000.0	0.90	51.0
73	17900000.0	0.90	58.4
74	30800000.0	0.90	20.1
75	24700000.0	0.90	28.3
76	12100000.0	0.75	57.7
77	23000000.0	0.75	17.5
78	14700000.0	0.90	84.0
79	85100000.0	0.75	71.5
80	561200000.0	0.75	20.8
81	39200000.0	0.75	24.3
82	659900000.0	0.75	42.3
83	530400000.0	0.60	32.9
84	21800000.0	0.75	21.6
85	75200000.0	0.75	35.9
86	21600000.0	0.75	10.1
87	57400000.0	0.90	42.7
88	109800000.0	0.60	16.0
89	270100000.0	0.75	8.2
90	149300000.0	0.60	435.6
91	188500000.0	0.90	62.0
92	154200000.0	0.60	18.3
93	36900000.0	0.75	80.1
94	589200000.0	0.60	31.2
95	18600000.0	0.75	1053.5
96	20500000.0	0.75	372.3
97	161600000.0	0.60	25.1
98	68200000.0	0.90	541.1
99	61700000.0	0.60	30.2
100	439100000.0	0.60	21.6
101	267000000.0	0.90	410.3
102	107200000.0	0.90	258.0
103	14500000.0	0.75	53.9
104	18500000.0	0.90	18.2
105	37600000.0	0.90	289.0
106	52100000.0	0.75	16.6
107	616700000.0	0.60	29.0
108	40700000.0	0.90	51.4
109	14100000.0	0.90	80.7
110	646000000.0	0.75	3356.9
111	74700000.0	0.90	102.2
112	116300000.0	0.90	194.4
113	20000000.0	0.90	122.5
114	48100000.0	0.90	32.0
115	80200000.0	0.90	298.1
116	110200000.0	0.90	14.0
117	58000000.0	0.75	57.8
118	71500000.0	0.75	46.9
119	737000000.0	0.90	559.8
120	95000000.0	0.90	357.1
121	61700000.0	0.90	98.5
122	32100000.0	0.60	27.0
123	28400000.0	0.90	86.2
124	43500000.0	0.90	24.0
125	48700000.0	0.90	310.7
126	30000000.0	0.90	23.3
127	42700000.0	0.90	54.5
128	12300000.0	0.90	116.6
129	42100000.0	0.90	6.6
130	10700000.0	0.90	80.9
131	2633500000.0	0.90	75.6
132	4890700000.0	0.90	99.9
133	263400000.0	0.75	66.2
134	21300000.0	0.90	392.4
135	63900000.0	0.75	65.8
136	30600000.0	0.90	1245.8
137	27800000.0	0.75	88.1
138	1613400000.0	0.90	305.0
139	61400000.0	0.90	115.7
140	127000000.0	0.90	67.3
141	68400000.0	0.90	84.1
142	102400000.0	0.75	345.7
143	14200000.0	0.90	19.4
144	177300000.0	0.60	87.9
145	114700000.0	0.90	58.9
146	62100000.0	0.90	63.0
147	80200000.0	0.90	19.2
148	4366500000.0	0.60	33.2
149	14600000.0	0.75	98.3
150	64800000.0	0.90	53.9
151	273300000.0	0.60	79.9
152	70300000.0	0.90	296.3
153	22800000.0	0.90	91.7
154	78900000.0	0.90	29.5
155	17000000.0	0.90	41.1
156	90000000.0	0.90	105.4
157	50700000.0	0.90	26.3
158	1196000000.0	0.90	21.8
159	60300000.0	0.90	22.1
160	35300000.0	0.60	19.8
161	62400000.0	0.90	113.8
162	92200000.0	0.90	13.4
163	25200000.0	0.60	1.7
164	70300000.0	0.90	42.0
165	12700000.0	0.90	212.5
166	10000000.0	0.90	47.1
167	60400000.0	0.90	30.9
168	86300000.0	0.75	25.6
169	191800000.0	0.60	42.6
170	902900000.0	0.90	5760.4
171	81400000.0	0.90	21.5
172	137300000.0	0.90	36.1
173	442800000.0	0.90	55.8
174	257100000.0	0.90	10.0
175	128900000.0	0.90	62.0
176	94400000.0	0.90	50.9
177	24700000.0	0.90	28.3
178	283700000.0	0.75	37.6
179	45800000.0	0.75	43.2
180	553800000.0	0.60	22.2
181	50100000.0	0.90	35.0
182	1102700000.0	0.90	83.6
183	26600000.0	0.90	65.9
184	66600000.0	0.75	21.5
185	1963600000.0	0.90	129.6
186	175000000.0	0.90	5.5
187	38200000.0	0.90	57.8
188	13200000.0	0.90	46.9
189	27100000.0	0.90	20.1
190	244200000.0	0.90	45.3
191	514500000.0	0.90	136.5
192	120600000.0	0.75	9.4
193	391100000.0	0.60	68.6
194	13200000.0	0.90	20.9
195	27600000.0	0.90	97.8
196	13400000.0	0.90	335.8
197	40600000.0	0.90	1.9
198	2985000000.0	0.90	44.8
199	14900000.0	0.90	8.0
200	53300000.0	0.90	26.9
201	11000000.0	0.90	25.1
202	83300000.0	0.90	16.0
203	64100000.0	0.60	136.2
204	84400000.0	0.75	32.0
205	43200000.0	0.90	140.8
206	35800000.0	0.90	379.5
207	123300000.0	0.90	46.6
208	51800000.0	0.90	15.1
209	12700000.0	0.90	26.6
210	2504000000.0	0.90	50.5
211	35800000.0	0.90	203.3
212	56200000.0	0.90	186.3
213	95100000.0	0.90	19.6
214	1480200000.0	0.75	27.0
215	23500000.0	0.90	40.6
216	62300000.0	0.90	35.5
217	71400000.0	0.90	47.0
218	12300000.0	0.75	22.4
219	123300000.0	0.90	45.3
220	26400000.0	0.90	17.9
221	12200000.0	0.90	44.6
222	112600000.0	0.90	32.2
223	29200000.0	0.90	39.0
