100006	59.52878	6.65420
100028	41.27016	-6.32080
100072	38.88395	21.49380
100004	46.19300	7.26200
100099	59.61712	7.85643
100101	46.03315	7.30791
100083	61.30586	7.79113
100089	45.21293	6.71526
100049	45.44701	23.76819
100096	45.62527	6.79135
100027	60.86106	7.30449
100082	44.47164	6.27062
100109	46.48510	10.35335
100079	47.03600	10.70700
100038	41.87284	8.20408
100097	41.36898	0.27338
100008	44.65700	22.52000
100118	42.51124	13.41059
100110	60.87496	7.32225
100044	46.04420	10.35210
100086	49.56300	14.21000
100060	66.95428	19.79608
100087	44.96118	5.68875
100098	44.30000	22.60400
100094	46.56536	8.32776
100024	56.57700	25.23200
100092	46.06770	10.98281
100022	44.72580	2.64887
100047	41.04762	-6.80403
100001	45.14528	6.05083
100026	39.26000	-0.91200
100039	39.26000	-0.91200
100106	46.70210	8.23530
100064	66.48700	20.36000
100005	41.21100	-6.65900
100015	46.06944	8.73194
100095	44.30000	22.60400
100077	56.85132	24.27204
100033	46.87033	13.32907
100105	41.26500	0.43500
100061	66.67900	20.32300
100023	54.79908	24.24708
100073	59.44436	8.03826
100078	56.40639	-5.11306
100103	60.88315	7.24831
100035	47.88009	17.53851
100025	42.17600	23.87085
100003	49.95222	6.17722
100050	47.26980	10.96783
100076	46.05271	5.81286
100013	50.50808	11.00447
100117	58.61666	6.10500
100017	41.38139	14.09028
100009	50.38671	5.85726
100018	47.63000	7.88900
100020	58.65917	6.71694
100048	38.19556	-7.49771
100104	56.75800	24.71130
100016	46.17083	10.34778
100014	50.51753	12.88064
100051	37.11830	15.13940
100081	41.35444	24.36694
100102	47.20937	11.00562
100030	49.00879	19.91224
100034	49.92556	4.61333
100036	54.72227	18.08236
100059	51.18200	9.06000
100029	45.20200	6.57600
100031	47.07938	13.33919
100062	45.38900	5.98900
100052	49.78039	19.21157
100068	41.37831	-6.35158
100046	46.97581	10.04310
100074	41.30169	-6.46971
100040	50.08430	17.18103
100065	49.12443	16.12421
100184	47.55763	7.95684
100053	47.11200	9.87200
100075	46.29175	10.26645
100019	66.88500	19.81480
100032	46.87033	13.32907
100084	36.92200	-4.77700
100085	41.48975	-6.26392
100070	44.05970	2.77000
100093	44.30374	4.65100
100042	63.78000	20.30200
100054	43.45810	16.70270
100090	47.56561	7.95363
100100	63.54800	16.64300
100121	52.94300	-1.17400
100122	48.38300	15.85000
100123	45.15100	2.01000
100124	48.35530	16.24240
100125	48.38530	14.02300
100126	59.57300	11.29600
100127	59.63500	11.30000
100128	59.63300	11.30100
100129	59.52800	11.29500
100130	41.17400	7.38200
100131	48.19023	15.06952
100132	61.18400	28.70200
100133	61.18000	28.73100
100134	64.44800	19.08000
100135	43.82425	4.64323
100136	48.18700	14.69468
100137	41.08577	-8.13067
100138	44.82400	4.81100
100139	48.22486	15.30443
100140	41.13526	-7.11386
100141	45.01100	4.81800
100142	41.14610	-7.74000
100143	48.31663	14.15120
100144	48.69900	7.93700
100145	48.52635	7.79654
100146	48.40424	7.72832
100147	48.28468	7.67762
100148	48.16500	7.62400
100149	48.02047	7.57390
100150	47.89000	7.57100
100151	47.77431	7.52238
100152	47.65537	7.51917
100154	46.38600	16.03369
100155	46.38820	15.92670
100156	46.44800	15.78700
100157	46.56029	15.67408
100158	46.56920	15.60430
100159	46.55890	15.45600
100160	46.59500	15.40520
100161	46.58760	15.27550
100162	46.59330	15.15230
100163	46.58660	15.01880
100164	44.09600	4.72400
100165	52.65640	19.13390
100166	45.38000	2.46200
100167	48.85300	8.11138
100168	44.50900	4.72500
100169	64.69800	20.86628
100170	48.17660	16.48140
100171	47.57071	7.81203
100172	41.07160	-8.48600
100173	39.17785	16.78236
100174	46.06348	10.35027
100175	64.44400	15.53800
100176	60.55600	17.39300
100177	46.36487	8.92900
100179	46.43880	8.84210
100180	46.49000	8.75800
100181	46.30200	7.75661
100182	47.57100	7.83900
100183	47.55666	8.04772
100185	47.58584	8.13324
100186	47.57030	8.33818
100187	46.19300	6.02879
100188	47.53744	7.70754
100189	47.53688	7.70985
100190	47.55993	7.62630
100191	46.18466	7.03408
100192	48.23500	14.43140
100193	48.51706	13.70653
100194	58.27506	12.27220
100195	58.28036	12.27867
100196	58.35563	12.37301
100197	58.13594	12.12009
100198	58.59700	8.63400
100199	59.53900	9.21900
100200	59.97035	9.93006
100201	59.29400	11.03800
100202	59.29400	11.03800
100203	59.29500	11.03800
100204	60.02500	11.35600
100205	60.02900	11.34900
100206	59.98982	11.26530
100207	54.87441	23.99996
100208	52.69500	-8.54500
100209	54.48781	-8.10210
100210	54.48600	-8.17300
100211	55.17078	-4.17729
100212	55.14397	-4.19048
100213	55.11255	-4.17547
100214	54.86911	-4.02509
100215	55.23200	-4.29400
100216	45.70551	7.14517
100217	45.09276	9.90433
100218	46.62200	11.54400
100219	46.79715	11.70300
100221	44.46500	4.71300
100222	43.97600	4.81700
100223	44.69600	2.59300
100224	45.30700	4.79700
100225	45.91702	6.72715
100226	46.36600	16.27600
100227	46.30300	16.49500
100228	46.31700	16.73400
100229	49.82370	14.43423
100230	62.04105	14.90088
100231	62.11032	15.00319
100232	63.28500	15.22700
100233	63.22117	15.32242
100234	63.20100	15.59918
100235	45.89783	15.60200
100236	45.97536	15.48256
100237	45.99010	15.38161
100238	46.01770	15.28132
100239	49.63200	14.25200
100240	49.84676	14.42227
100241	49.93805	14.37443
